titel	titel_key	externe_id	datum	adres	postcode	omschrijving	locatie	url	plaats	type	srt	Naam	Type	toevoeging	bezoekadres	Postcode	Plaats	postadres	post_pc	tel	fax	email	internet	directie	stadsdeel	brin	Meer info van DMO
O.B.S. De Schakel	o_b_s_de_schakel		0000-00-00 00:00:00	Alexander Dumaslaan 9	1102 WD		POINT(4.9421101 52.3236618)		Amsterdam Zuidoost	Basisschool	PO	O.B.S. De Schakel	Openbaar		Alexander Dumaslaan 9	1102 WD	Amsterdam Zuidoost	Alexander Dumaslaan 9	1102WD Amsterdam Zuidoost	690 65 77	699 34 88	directie@de-schakel.com	www.de-schakel.com	dhr. R. Schuijt (dir.) en mw. L. v. Zutphen (adj.dir.)	Zuidoost	20XS00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20XS00.htm
Brede School De Spaarndammerhout	brede_school_de_spaarndammerhout		0000-00-00 00:00:00	Krommeniestraat 1	1013 XH		POINT(4.8752098 52.3908386)		Amsterdam	Basisschool	PO	Brede School De Spaarndammerhout	Openbaar		Krommeniestraat 1	1013 XH	Amsterdam	Krommeniestraat 1	1013XH Amsterdam	682 91 14	486 63 37	info@despaarndammerhout.nl	www.despaarndammerhout.nl	dhr. S. Posma	West	20XT00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20XT00.htm
O.B.S. Olympia	o_b_s_olympia		0000-00-00 00:00:00	Stadionkade 113 	1076 BN		POINT(4.8621192 52.3429756)		Amsterdam	Basisschool	PO	O.B.S. Olympia	Openbaar		Stadionkade 113 	1076 BN	Amsterdam	Stadionkade 113 	1076BN Amsterdam	471 22 65		info@olympiaschool.nl	www.olympiaschool.nl	dhr. P. Blankestijn	Zuid	20XU00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20XU00.htm
O.B.S. Olympia	o_b_s_olympia_1		0000-00-00 00:00:00	Agamemnonstraat 44	1076 LW		POINT(4.8638902 52.3436317)		Amsterdam	Basisschool	PO	O.B.S. Olympia	Openbaar		Agamemnonstraat 44	1076 LW	Amsterdam	Stadionkade 113 	1076BN Amsterdam	470 21 65		info@olympiaschool.nl	www.olympiaschool.nl	dhr. P. Blankestijn	Zuid	20XU00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20XU00.htm
O.B.S. De Weidevogel	o_b_s_de_weidevogel		0000-00-00 00:00:00	Dorpsweg Ransdorp 31	1028 BK		POINT(4.9942098 52.3919792)		Amsterdam	Basisschool	PO	O.B.S. De Weidevogel	Openbaar		Dorpsweg Ransdorp 31	1028 BK	Amsterdam	Dorpsweg Ransdorp 31	1028BK Amsterdam	490 44 15		info@obsdeweidevogel.nl	www.obsdeweidevogel.nl	mw. J. Wetter	Noord	20XY00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20XY00.htm
O.B.S. De Tamboerijn	o_b_s_de_tamboerijn		0000-00-00 00:00:00	Reigersbos 301	1107 EZ		POINT(4.9771299 52.2943611)		Amsterdam Zuidoost	Basisschool	PO	O.B.S. De Tamboerijn	Openbaar		Reigersbos 301	1107 EZ	Amsterdam Zuidoost	Reigersbos 301	1107EZ Amsterdam Zuidoost	452 81 56	697 42 67	info@detamboerijn.nl	www.detamboerijn.nl	mw. Ingrid Tunnissen (dir.) en mw. Martine Nieuwstad (adj.dir.)	Zuidoost	20XZ00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20XZ00.htm
O.B.S. De Tamboerijn	o_b_s_de_tamboerijn_1		0000-00-00 00:00:00	Reigersbos 313	1107 EZ		POINT(4.9757099 52.2940102)		Amsterdam Zuidoost	Basisschool	PO	O.B.S. De Tamboerijn	Openbaar		Reigersbos 313	1107 EZ	Amsterdam Zuidoost	Reigersbos 301	1107EZ Amsterdam Zuidoost	452 81 56	697 42 67	info@detamboerijn.nl	www.detamboerijn.nl	mw. Ingrid Tunnissen (dir.) en mw. Martine Nieuwstad (adj.dir.)	Zuidoost	20XZ00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20XZ00.htm
Theo Thijssenschool Amsterdam	theo_thijssenschool_amsterdam		0000-00-00 00:00:00	Anjeliersstraat 157	1015 NG		POINT(4.8807802 52.3771515)		Amsterdam	Basisschool	PO	Theo Thijssenschool Amsterdam	Openbaar		Anjeliersstraat 157	1015 NG	Amsterdam	Anjeliersstraat 157	1015NG Amsterdam	626 66 74		info@theothijssenschoolamsterdam.nl	www.theothijssenschoolamsterdam.nl	dhr. E. Molenveld	Centrum	20YA00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20YA00.htm
Theo Thijssenschool Amsterdam	theo_thijssenschool_amsterdam_1		0000-00-00 00:00:00	Palmstraat 11	1015 HP		POINT(4.8850374 52.3817024)		Amsterdam	Basisschool	PO	Theo Thijssenschool Amsterdam	Openbaar		Palmstraat 11	1015 HP	Amsterdam	Anjeliersstraat 157	1015NG Amsterdam	624 24 00		info@theothijssenschoolamsterdam.nl	www.theothijssenschoolamsterdam.nl	dhr. E. Molenveld	Centrum	20YA00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20YA00.htm
Tijl Uilenspiegelschool	tijl_uilenspiegelschool		0000-00-00 00:00:00	Tijl Uilenspiegelstraat 11	1055 CK		POINT(4.8494 52.3779984)		Amsterdam	Basisschool	PO	Tijl Uilenspiegelschool	Openbaar		Tijl Uilenspiegelstraat 11	1055 CK	Amsterdam	Tijl Uilenspiegelstraat 11	1055CK Amsterdam	684 39 54	488 22 99	e.engbrenghof@tijluil.nl	www.tijluil.nl	dhr. E. Engbrenghof (dir.) en mw. J.M. Bos (adj.dir.)	West	20YF00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20YF00.htm
Daltonschool De Meer	daltonschool_de_meer		0000-00-00 00:00:00	Van 't Hofflaan 50	1097 EP		POINT(4.9371901 52.3487816)		Amsterdam	Basisschool	PO	Daltonschool De Meer	Openbaar	Brede Daltonschool	Van 't Hofflaan 50	1097 EP	Amsterdam	Van 't Hofflaan 50	1097EP Amsterdam	694 57 00		directie@daltonschooldemeer.nl	www.daltonschooldemeer.nl	dhr. G. Moerkamp	Oost	20YG00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20YG00.htm
Buikslotermeerschool	buikslotermeerschool		0000-00-00 00:00:00	Breedveld 7	1025 PZ		POINT(4.9356198 52.3963318)		Amsterdam	Basisschool	PO	Buikslotermeerschool	Openbaar		Breedveld 7	1025 PZ	Amsterdam	Breedveld 7	1025PZ Amsterdam	637 12 65		info@obs-buikslotermeer.nl	www.buikslotermeerschool.nl	dhr. E. du Bois (dir.), mw. M.M. Zwart (adj.onderbouw) en dhr. R. Sch�maker (adj.bovenbouw)	Noord	20ZB00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZB00.htm
O.B.S. De Poolster	o_b_s_de_poolster		0000-00-00 00:00:00	Plejadenplein 40	1033 VL		POINT(4.8869801 52.413929)		Amsterdam	Basisschool	PO	O.B.S. De Poolster	Openbaar	Daltonschool	Plejadenplein 40	1033 VL	Amsterdam	Plejadenplein 40	1033VL Amsterdam	631 58 70		info@obsdepoolster.nl	www.obsdepoolster.nl	mw. C. v. Coesant	Noord	20ZD00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZD00.htm
Openbare Brede School De Vier Windstreken	openbare_brede_school_de_vier_windstreken		0000-00-00 00:00:00	Parlevinker 11	1034 PX		POINT(4.9219398 52.4109917)		Amsterdam	Basisschool	PO	Openbare Brede School De Vier Windstreken	Openbaar		Parlevinker 11	1034 PX	Amsterdam	Parlevinker 11	1034PX Amsterdam	631 35 92		info@obsvierwindstreken.nl	www.obsvierwindstreken.nl	dhr. Ferdinand van Veen (dir.) en dhr. Dick Bonsen (adj.dir.)	Noord	20ZE00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZE00.htm
Bataviaschool	bataviaschool		0000-00-00 00:00:00	Bankastraat 18	1094 ED		POINT(4.9324398 52.3647003)		Amsterdam	Basisschool	PO	Bataviaschool	Openbaar	BO + Nederlands taalonderwijs	Bankastraat 18	1094 ED	Amsterdam	Bankastraat 18	1094ED Amsterdam	663 56 49		info@bataviaschool.nl	www.bataviaschool.nl	mw. J. Wormhoudt (contact persoon)	Oost	20ZG00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZG00.htm
JP Coenschool	jp_coenschool		0000-00-00 00:00:00	Bankastraat 18	1094 ED		POINT(4.9324398 52.3647003)		Amsterdam	Basisschool	PO	JP Coenschool	Openbaar		Bankastraat 18	1094 ED	Amsterdam	Bankastraat 18	1094ED Amsterdam	665 02 52		vandenakker@jpcoenschool.nl	www.jpcoenschool.nl	mw. S.J. van den Akker (dir.) en mw. J. Tuin en dhr. M. Khaddari (adj.dir.)	Oost	20ZG00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZG00.htm
JP Coenschool	jp_coenschool_1		0000-00-00 00:00:00	Balistraat 79	1094 JE		POINT(4.9346499 52.3632317)		Amsterdam	Basisschool	PO	JP Coenschool	Openbaar		Balistraat 79	1094 JE	Amsterdam	Bankastraat 18	1094ED Amsterdam	465 52 63		khaddari@jpcoenschool.nl	www.jpcoenschool.nl	mw. S.J. van den Akker (dir.) en mw. J. Tuin en dhr. M. Khaddari (adj.dir.)	Oost	20ZG00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZG00.htm
Basisschool De Kraal	basisschool_de_kraal		0000-00-00 00:00:00	Paradijsplein 2	1093 NJ		POINT(4.9319701 52.3575401)		Amsterdam	Basisschool	PO	Basisschool De Kraal	Openbaar	Kunstmagneetschool	Paradijsplein 2	1093 NJ	Amsterdam	Paradijsplein 2	1093NJ Amsterdam	694 11 38	692 28 02	directie@kunstmagneetschooldekraal.nl	www.kunstmagneetschooldekraal.nl	mw. E. van den Berg (dir.) en dhr. K. van den  Heuvel (adj.dir.)	Oost	20ZH00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZH00.htm
Montessorischool Boven `t IJ	montessorischool_boven_t_ij		0000-00-00 00:00:00	Kampina 5	1025 DD		POINT(4.9400001 52.4034119)		Amsterdam	Basisschool	PO	Montessorischool Boven `t IJ	Openbaar	Montessori	Kampina 5	1025 DD	Amsterdam	Kampina 5	1025DD Amsterdam	637 11 94	636 15 73	info@montessori-boventij.nl	www.montessori-boventij.nl	mw. J.D.A. Valenkamp (dir.) en mw. M.K. Peters (adj.dir.)	Noord	20ZR00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZR00.htm
Montessorischool Boven `t IJ	montessorischool_boven_t_ij_1		0000-00-00 00:00:00	Azaleastraat 21	1032 BT		POINT(4.91606 52.3954086)		Amsterdam	Basisschool	PO	Montessorischool Boven `t IJ	Openbaar	Montessori	Azaleastraat 21	1032 BT	Amsterdam	Kampina 5	1025DD Amsterdam	634 17 26		info@montessori-boventij.nl	www.montessori-boventij.nl	mw. J.D.A. Valenkamp (dir.) en mw. M.K. Peters (adj.dir.)	Noord	20ZR00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZR00.htm
O.B.S. Het Vogelnest	o_b_s_het_vogelnest		0000-00-00 00:00:00	Mussenstraat 26	1021 CS		POINT(4.9170899 52.3867493)		Amsterdam	Basisschool	PO	O.B.S. Het Vogelnest	Openbaar		Mussenstraat 26	1021 CS	Amsterdam	Mussenstraat 26	1021CS Amsterdam	636 17 92		info@obshetvogelnest.nl	www.obshetvogelnest.nl	mw. E. Verschoor	Noord	20ZT00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZT00.htm
Dorus Rijkersschool	dorus_rijkersschool		0000-00-00 00:00:00	Kofschipstraat 47	1034 JM		POINT(4.9135799 52.4034309)		Amsterdam	Basisschool	PO	Dorus Rijkersschool	Openbaar		Kofschipstraat 47	1034 JM	Amsterdam	Kofschipstraat 47	1034JM Amsterdam	631 68 42	337 18 34	directie@dorusrijkersschool.nl	www.dorusrijkersschool.nl	mw. J. Knijnenburg (dir.) en mw. G. Taams (adj.dir.)	Noord	20ZU00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZU00.htm
O.B.S. Twiske	o_b_s_twiske		0000-00-00 00:00:00	Pandorinastraat 7a	1035 VR		POINT(4.9021602 52.4189682)		Amsterdam	Basisschool	PO	O.B.S. Twiske	Openbaar		Pandorinastraat 7a	1035 VR	Amsterdam	Pandorinastraat 7a	1035VR Amsterdam	631 25 40	631 08 23	info@twiskeschool.nl	www.twiskeschool.nl	J. Zielhorst	Noord	20ZV00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZV00.htm
O.B.S. De Klimop	o_b_s_de_klimop		0000-00-00 00:00:00	Varenweg 6	1031 CB		POINT(4.9161501 52.389801)		Amsterdam	Basisschool	PO	O.B.S. De Klimop	Openbaar		Varenweg 6	1031 CB	Amsterdam	Varenweg 6	1031CB Amsterdam	636 81 00	636 14 13	directie@deklimopamsterdam.nl	www.deklimopamsterdam.nl	dhr. J.G. Roos en dhr. P. van Hattem	Noord	20ZW00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZW00.htm
O.B.S. De Piramide	o_b_s_de_piramide		0000-00-00 00:00:00	Houdringe 2	1025 BA		POINT(4.9457502 52.4006119)		Amsterdam	Basisschool	PO	O.B.S. De Piramide	Openbaar		Houdringe 2	1025 BA	Amsterdam	Houdringe 2	1025BA Amsterdam	636 59 54	637 40 14	info@piramideschool.nl	www.piramideschool.nl	mw. I. ter Haar	Noord	20ZX00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZX00.htm
O.B.S. De Punt	o_b_s_de_punt		0000-00-00 00:00:00	Kwelderweg 5	1069 VP		POINT(4.7842102 52.3558311)		Amsterdam	Basisschool	PO	O.B.S. De Punt	Openbaar		Kwelderweg 5	1069 VP	Amsterdam	Kwelderweg 5	1069VP Amsterdam	619 97 43	619 05 53	info@obsdepunt.nl	www.basisschooldepunt.nl	R. van der Kleijn (dir. a.i.)	Nieuw-West	20ZZ00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/20ZZ00.htm
Osdorpse Montessori School	osdorpse_montessori_school		0000-00-00 00:00:00	Hoekenes 59	1068 MR		POINT(4.8031998 52.3538895)		Amsterdam	Basisschool	PO	Osdorpse Montessori School	Openbaar	Montessori	Hoekenes 59	1068 MR	Amsterdam	Hoekenes 59	1068MR Amsterdam	619 09 14	667 46 85	oms@obs-oms.nl	www.obs-oms.nl	mw. R. Berkvens	Nieuw-West	21AD00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21AD00.htm
O.B.S. De Globe	o_b_s_de_globe		0000-00-00 00:00:00	Evertsweertplantsoen 3	1069 RK		POINT(4.7930298 52.3559608)		Amsterdam	Basisschool	PO	O.B.S. De Globe	Openbaar		Evertsweertplantsoen 3	1069 RK	Amsterdam	Evertsweertplantsoen 3	1069RK Amsterdam	410 16 27	410 39 87	info@obs-deglobe.nl	www.obs-deglobe.nl	mw. I. Linthorst	Nieuw-West	21AG00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21AG00.htm
O.B.S. IJdoorn	o_b_s_ijdoorn		0000-00-00 00:00:00	Werengouw 83	1024 NN		POINT(4.9533701 52.3915596)		Amsterdam	Basisschool	PO	O.B.S. IJdoorn	Openbaar		Werengouw 83	1024 NN	Amsterdam	Werengouw 83	1024NN Amsterdam	636 39 14	634 25 00	info@ijdoornschool.nl	www.ijdoornschool.nl	mw. P. van Gelder	Noord	21AH00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21AH00.htm
O.B.S. De Krijtmolen	o_b_s_de_krijtmolen		0000-00-00 00:00:00	Molenwijk 8	1035 EE		POINT(4.8919301 52.4198799)		Amsterdam	Basisschool	PO	O.B.S. De Krijtmolen	Openbaar		Molenwijk 8	1035 EE	Amsterdam	Molenwijk 8	1035EE Amsterdam	631 15 60		directie@obsdekrijtmolen.nl	www.obsdekrijtmolen.nl	mw. I. ter Haar (dir.) en mw. G. Schutte  (adj.dir.)	Noord	21AI00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21AI00.htm
O.B.S. De Krijtmolen	o_b_s_de_krijtmolen_1		0000-00-00 00:00:00	Molenwijk 5	1035 EE		POINT(4.8908353 52.4210663)		Amsterdam	Basisschool	PO	O.B.S. De Krijtmolen	Openbaar		Molenwijk 5	1035 EE	Amsterdam	Molenwijk 8	1035EE Amsterdam	631 00 19		directie@obsdekrijtmolen.nl	www.obsdekrijtmolen.nl	mw. I. ter Haar (dir.) en mw. G. Schutte  (adj.dir.)	Noord	21AI00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21AI00.htm
8e Montessorischool Zeeburg	8e_montessorischool_zeeburg		0000-00-00 00:00:00	Borneokade 103	1019 KZ		POINT(4.9390898 52.3704796)		Amsterdam	Basisschool	PO	8e Montessorischool Zeeburg	Openbaar	Montessori	Borneokade 103	1019 KZ	Amsterdam	Borneokade 103	1019KZ Amsterdam	692 25 42		directie@8emontessorischool.nl	www.8emontessorischool.nl	mw. T. Hogendorp	Oost	22LE00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/22LE00.htm
EBS De Morgenster	ebs_de_morgenster		0000-00-00 00:00:00	Holendrechtplein 42	1106 LP		POINT(4.964263 52.298645)		Amsterdam Zuidoost	Basisschool	PO	EBS De Morgenster	Evangelisch		Holendrechtplein 42	1106 LP	Amsterdam Zuidoost	Holendrechtplein 42	1106LP Amsterdam Zuidoost	696 12 38	696 76 25	info@ebsdemorgenster.nl	www.ebsdemorgenster.nl	mw. Y.C. Houtenbos-Tibbertsma (dir.) en mw. A.H. Meijer-a/h Rot (adj.dir.)	Zuidoost	22LW00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/22LW00.htm
Basisschool De Zevensprong	basisschool_de_zevensprong		0000-00-00 00:00:00	Sint-Hubertpad 6	1066 HN		POINT(4.8178701 52.3442917)		Amsterdam	Basisschool	PO	Basisschool De Zevensprong	Algemeen Bijzonder	Jenaplan	Sint-Hubertpad 6	1066 HN	Amsterdam	Sint-Hubertpad 6	1066HN Amsterdam	408 15 71	408 15 72	schoolleiding@zevensprong-amsterdam.nl	www.zevensprong-amsterdam.nl	P. van Schie (dir.) en I. Visser en B. Butter (adj.dir.)	Nieuw-West	23FB00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23FB00.htm
Shri Laksmischool	shri_laksmischool		0000-00-00 00:00:00	Janusz Korzcakstraat 73	1102 JR		POINT(4.9566741 52.3189735)		Amsterdam Zuidoost	Basisschool	PO	Shri Laksmischool	Hindoe�stisch		Janusz Korzcakstraat 73	1102 JR	Amsterdam Zuidoost	Janusz Korzcakstraat 73	1102JR Amsterdam Zuidoost	695 03 68	368 03 91	23fd@shrilaksmi.nl	www.shrilaksmi.nl	drs. J.H. Narain (dir.) en dhr. R.T. Mathoera (adj.dir.)	Zuidoost	23FD00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23FD00.htm
ABBS Het Gein	abbs_het_gein		0000-00-00 00:00:00	Cornelis Aarnoutsstraat 80	1106 ZG		POINT(4.9934802 52.2987709)		Amsterdam Zuidoost	Basisschool	PO	ABBS Het Gein	Algemeen Bijzonder		Cornelis Aarnoutsstraat 80	1106 ZG	Amsterdam Zuidoost	Cornelis Aarnoutsstraat 80	1106ZG Amsterdam Zuidoost	697 45 22	696 35 01	directie@hetgein.nl	www.hetgein.nl	dhr. R. Schuiling	Zuidoost	23FF00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23FF00.htm
IBS As-Siddieq	ibs_as_siddieq		0000-00-00 00:00:00	Jan van Riebeekstraat 11-13	1057 ZW		POINT(4.8582101 52.3706093)		Amsterdam	Basisschool	PO	IBS As-Siddieq	Islamitisch		Jan van Riebeekstraat 11-13	1057 ZW	Amsterdam	Jan van Riebeekstraat 11-13	1057ZW Amsterdam	618 08 38	616 77 67	info@as-siddieq.nl	www.as-siddieq.nl	dhr. N. Ashruf (alg.dir.); Loc. Leider mw. O. Sordam (West)	West	23HR00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23HR00.htm
IBS As-Siddieq	ibs_as_siddieq_1		0000-00-00 00:00:00	Cornelis Dirkszstraat 6-8	1056 TR		POINT(4.85711 52.3717384)		Amsterdam	Basisschool	PO	IBS As-Siddieq	Islamitisch		Cornelis Dirkszstraat 6-8	1056 TR	Amsterdam	Cornelis Dirkszstraat 6-8	1056TR Amsterdam	616 89 23		info@as-siddieq.nl	www.as-siddieq.nl	dhr. N. Ashruf (alg.dir.); Loc. Leider mw. O. Sordam (West)	West	23HR00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23HR00.htm
IBS As-Siddieq	ibs_as_siddieq_2		0000-00-00 00:00:00	Dijkmanshuizenstraat 119	1024 XJ		POINT(4.9561901 52.3953018)		Amsterdam	Basisschool	PO	IBS As-Siddieq	Islamitisch		Dijkmanshuizenstraat 119	1024 XJ	Amsterdam	Dijkmanshuizenstraat 119	1024XJ Amsterdam	637 13 76	636 22 95	info@as-siddieq.nl	www.as-siddieq.nl	dhr. N. Ashruf (alg.dir.); Loc. Leider mw. G. Amadirsad (Noord)	Noord	23HR00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23HR00.htm
IBS As-Siddieq	ibs_as_siddieq_3		0000-00-00 00:00:00	Sumatraplantsoen 15	1095 HW		POINT(4.9428802 52.3607407)		Amsterdam	Basisschool	PO	IBS As-Siddieq	Islamitisch		Sumatraplantsoen 15	1095 HW	Amsterdam	Sumatraplantsoen 15	1095HW Amsterdam	692 79 83	692 80 16 	info@as-siddieq.nl	www.as-siddieq.nl	dhr. N. Ashruf (alg.dir.); Loc. Leider mw. H. el Ghannouti (Oost)	Oost	23HR00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23HR00.htm
Basisschool De Achthoek	basisschool_de_achthoek		0000-00-00 00:00:00	Baron G.A. Tindalplein 12	1019 TJ		POINT(4.9426298 52.3733597)		Amsterdam	Basisschool	PO	Basisschool De Achthoek	Rooms Katholiek	Ontwikkelingsgericht Onderwijs	Baron G.A. Tindalplein 12	1019 TJ	Amsterdam	Baron G.A. Tindalplein 12	1019TJ Amsterdam	418 55 62	419 54 19	achthoek.info@askoscholen.nl	www.achthoek.nl	dhr. Jos Houtveen	Oost	23PJ00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23PJ00.htm
Basisschool De Achthoek	basisschool_de_achthoek_1		0000-00-00 00:00:00	Oostelijke Handelskade 8a	1019 BM		POINT(4.9316602 52.3748016)		Amsterdam	Basisschool	PO	Basisschool De Achthoek	Rooms Katholiek	Ontwikkelingsgericht Onderwijs	Oostelijke Handelskade 8a	1019 BM	Amsterdam	Baron G.A. Tindalplein 12	1019TJ Amsterdam	419 29 15		achthoek.info@askoscholen.nl	www.achthoek.nl	dhr. Jos Houtveen	Oost	23PJ00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23PJ00.htm
Basisschool De Mijlpaal	basisschool_de_mijlpaal		0000-00-00 00:00:00	Anderlechtlaan 1	1066 HK		POINT(4.8120799 52.3447189)		Amsterdam	Basisschool	PO	Basisschool De Mijlpaal	Rooms Katholiek	Ontwikkelingsgericht Onderwijs	Anderlechtlaan 1	1066 HK	Amsterdam	Anderlechtlaan 1	1066HK Amsterdam	669 24 88	408 43 49	mijlpaal.info@askoscholen.nl	www.mijlpaal.eu	A.J. Schuffelen (dir.) en M.J.M. Putter en F. Braet (adj.dir.)	Nieuw-West	24AM00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/24AM00.htm
Basisschool De Mijlpaal	basisschool_de_mijlpaal_1		0000-00-00 00:00:00	Westmallepad 11	1066 PP		POINT(4.80653 52.3473511)		Amsterdam	Basisschool	PO	Basisschool De Mijlpaal	Rooms Katholiek	Ontwikkelingsgericht Onderwijs	Westmallepad 11	1066 PP	Amsterdam	Anderlechtlaan 1	1066HK Amsterdam	669 24 88	669 70 34	mijlpaal.info@askoscholen.nl	www.mijlpaal.eu	A.J. Schuffelen (dir.) en M.J.M. Putter en F. Braet (adj.dir.)	Nieuw-West	24AM00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/24AM00.htm
O.B.S. De Vlaamse Reus	o_b_s_de_vlaamse_reus		0000-00-00 00:00:00	Hechtelstraat 49	1066 KK		POINT(4.8176999 52.3475113)		Amsterdam	Basisschool	PO	O.B.S. De Vlaamse Reus	Openbaar	Ontwikkelingsgericht Onderwijs	Hechtelstraat 49	1066 KK	Amsterdam	Hechtelstraat 49	1066KK Amsterdam	346 84 00	346 84 08	info@devlaamsereus.nl	www.devlaamsereus.nl	dhr. M. Langeslag	Nieuw-West	24BM00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/24BM00.htm
Basisschool Oostelijke Eilanden (BOE)	basisschool_oostelijke_eilanden_boe		0000-00-00 00:00:00	Kraijenhoffstraat 10	1018 RK		POINT(4.9286199 52.3685112)		Amsterdam	Basisschool	PO	Basisschool Oostelijke Eilanden (BOE)	Openbaar	Ontwikkelingsgericht Onderwijs	Kraijenhoffstraat 10	1018 RK	Amsterdam	Kraijenhoffstraat 10	1018RK Amsterdam	639 10 45	622 76 30	info@boe-amsterdam.nl	www.boe-amsterdam.nl	dhr. S. Hentzepeter	Centrum	24DP00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/24DP00.htm
IBS El Kadisia	ibs_el_kadisia		0000-00-00 00:00:00	Piet Mondriaanplein 2	1061 SC		POINT(4.8372402 52.36689)		Amsterdam	Basisschool	PO	IBS El Kadisia	Islamitisch		Piet Mondriaanplein 2	1061 SC	Amsterdam	Piet Mondriaanplein 2	1061SC Amsterdam	613 86 48	411 69 13	info@elkadisia.nl	www.elkadisia.nl	mw. I.M.A. Ritfeld	Nieuw-West	24MW00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/24MW00.htm
Montessorischool De Eilanden	montessorischool_de_eilanden		0000-00-00 00:00:00	Grote Bickersstraat 102	1013 KS		POINT(4.8901 52.3868217)		Amsterdam	Basisschool	PO	Montessorischool De Eilanden	Algemeen Bijzonder	Montessori	Grote Bickersstraat 102	1013 KS	Amsterdam	Grote Bickersstraat 102	1013KS Amsterdam	620 96 08	428 81 51	c.geerke@eilanden.espritscholen.nl	www.deeilanden.net	mw. C. Geerke	Centrum	24NT00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/24NT00.htm
IBS El Amien I	ibs_el_amien_i		0000-00-00 00:00:00	Saaftingestraat 312	1069 BW		POINT(4.7892299 52.3627586)		Amsterdam	Basisschool	PO	IBS El Amien I	Islamitisch	Brede School	Saaftingestraat 312	1069 BW	Amsterdam	Saaftingestraat 312	1069BW Amsterdam	619 99 70	367 01 45	info@elamien.nl	www.elamien.nl	mw. S. Nanhay Khan	Nieuw-West	24TB00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/24TB00.htm
Europaschool	europaschool		0000-00-00 00:00:00	Hygi�aplein 8	1076 RT		POINT(4.8626699 52.346981)		Amsterdam	Basisschool	PO	Europaschool	Algemeen Bijzonder		Hygi�aplein 8	1076 RT	Amsterdam	Hygi�aplein 8	1076RT Amsterdam	573 08 00	573 08 09	info@europaschool.espritscholen.nl	www.europaschool.espritscholen.nl	mw. C. Nieuwenhuis	Zuid	24TC00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/24TC00.htm
